sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
10-4-0,10-4,en,If possible I would like to have access to the Questions that were asked over Webcast/In House with Answers.,-0.4000000059604645,0.4000000059604645,19
