comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-3,en,The event that was placed in my lessons in GcCampus did not contain the link for the WebEx. My supervisor and I all the sections of the event and we were unable to find it. Usually it's very straight forward and easy to join.,0.0,1.600000023841858,3,45
