sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
10-3-0,10-3,en,The event that was placed in my lessons in GcCampus did not contain the link for the WebEx.,-0.20000000298023224,0.20000000298023224,18
