comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-5,en,The webcast delivery was almost unwatchable due to frequently frozen video stream. I was expecting more information about actual procurement but the panel seemed mostly interested in discussing rather basic/introductory concepts about AI. The panels were otherwise very well-spoken and knowledgeable and I would have enjoyed listening regardless of how on topic they were with respect to procurement.,-0.20000000298023224,2.4000000953674316,3,58
