sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
10-23-1,10-23,en,"While there was some relevant information discussed, it would have been extremely helpful to have had documents available in paper/on screen while discussing.",0.800000011920929,0.800000011920929,23
