comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-4,en,If possible I would like to have access to the Questions that were asked over Webcast/In House with Answers. Can these be sent to all attendees?,-0.20000000298023224,0.5,2,26
