comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
16-0,en,"As an EX it is helpful to understand the possibilities and risks of new technologies and applications/innovations in other industries.  It help vision the possibilities in business model shifts, culture shifts and digital service transformations we need to make in PS.  Appreciate kindly more events in this area.",0.800000011920929,2.5,3,48
