sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
12-3-0,12-3,fr,"Je trouve que lorsque nous avons une présentation traduite, cela change beaucoup la dynamique.",0.800000011920929,0.800000011920929,14
