sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
16-1-12,16-1,en,"The more we automate processes, the more important it is at examining its impact and consequences which require a human analysis.",0.4000000059604645,0.4000000059604645,21
