comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
11-1,en,"I think the concept of identifying business requirements was really interesting but unfortunately I was not able to fully focus my attention because of differing views and needs of all participants. I attempted to focus attention on identifying one need for the purposes of completing the exercise but I wasn't very successful. I'm an introvert and without a moderator that can channel collective input, I'm not the best fitted. I will try to reach out to PSPC and see if I can conduct a mock exercise that is more focused because I believe there exists a mutual learning opportunity and that my input might help inform aspects of the procurement vehicle.",-0.20000000298023224,1.7999999523162842,4,114
