sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
16-1-1,16-1,en,I'd like to understand the level of commitment from senior management in terms of engaging employees in digital enablement in the GC.,0.4000000059604645,0.4000000059604645,23
