comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-8,fr,"Nous aurions aimé avoir du matériel pour chaque participant et pouvoir le rapporter au bureau pour le partager avec les collègues.
Il y avait de très bonnes questions sur Slido. J'aurais aimé qu'on prenne plus de temps pour y répondre.
Vous demandez si l'événement a rencontré les objectifs d'apprentissage. Il faudrait nous les rappeler pour pouvoir répondre à cette question.",0.30000001192092896,2.299999952316284,5,60
