comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-10,en,"The networking opportunities were excellent as well.  I met some great CSPS people with whom I'll be following up, and public servants from other departments who are going through similar challenges.",0.800000011920929,1.7000000476837158,2,32
