sentence_id,comment_id,language,sentence,sentiment_score,magnitude_score,number_of_words
10-0-5,10-0,en,I was really hoping to increase my knowledge of digital and how we as PS are moving forward in this space.,0.30000001192092896,0.30000001192092896,21
