comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
10-6,en,"I think this is still at the concept stage so wording it as ""what you need to know to use and procure AI"" is deceptive in that there is not enough evidence (other than a pilot) that the practices are sound and the most effective.   The folks in the audience did not get a chance to ask questions since the questions that came in through email were given priority.",-0.20000000298023224,0.5,2,73
