comment_id,language,comment,sentiment_score,magnitude_score,number_of_sentences,number_of_words
11-19,en,I found this workshop ok to interact with the people at my table. I would have liked to get feedback on our answers to know if we were on the right path or not.,0.10000000149011612,0.6000000238418579,2,34
