,Title_Of_Survey,Date_Of_Survey,Location_Of_Event,Number_Of_Questions,Date_Last_Scraped
0,"Procuring Artificial Intelligence (November 21, 2018) Global results","November 21, 2018","Collaboration Lounge, Académie De-La-Salle, 373 Sussex Drive (Guigues Avenue entrance), Ottawa, Ontarioand available across Canada by webcast",17,12/24/18
